genes	logFC	AveExpr	t	P.Value	adj.P.Val	B
Rnf13	-0.319088214813832	5.45111941858313	-3.59671094253885	0.00210840509622657	0.120101819093954	-1.29927828062783
Ensa	0.213411024541323	7.05917889999743	3.65389526226922	0.0018581770277742	0.115525520355333	-1.30084529993056
Slit1	0.285905266181929	8.70186572679448	3.74263963185977	0.00180741943202751	0.115525520355333	-1.31255878184492
Fmnl1	0.214999759595318	7.5521856498801	3.66119644360483	0.0018284344761846	0.115525520355333	-1.3129593065352
Syngr3	0.254957171437176	6.67757554240975	3.63124262585842	0.00195355631256496	0.116126620942609	-1.32190579496165
Ube2g2	0.250231048755893	5.41983641727779	3.57681338302131	0.00220311008650684	0.120451445935651	-1.33731986144345
Oxnad1	-0.477168039368911	3.69028723828152	-3.58220467901087	0.00217703977807836	0.120451445935651	-1.34008817879548
Grm3	-0.204812019641174	7.94774963788888	-3.65394054051893	0.00185799110291761	0.115525520355333	-1.34682386044277
Slit3	0.193933756491106	7.84422672802047	3.64613946499942	0.00189029933688645	0.116126620942609	-1.35843031696458
Mal	-0.279486055050445	7.62451305045984	-3.66891237626748	0.00196088968596992	0.116126620942609	-1.36114611147639
Zfand5	-0.215349119457052	7.44580506044964	-3.63443558064319	0.00193982293480254	0.116126620942609	-1.36369626345994
Tgfa	-0.327694785578963	5.06163455104375	-3.54502694923516	0.00236324303099402	0.125604073443754	-1.37739735090815
Acot7	0.218893559213217	7.5043721028156	3.62885106914924	0.00196390608947059	0.116126620942609	-1.37837170687731
Nefm	0.209959578407628	7.8595590903097	3.63445662685845	0.00193973273134089	0.116126620942609	-1.38366837254327
Trak2	-0.200178833720361	8.96062972436468	-3.6509816121847	0.00187018030325604	0.115611146019464	-1.39872950277037
Orc4	-0.32558101466451	4.9560763659791	-3.52863526563182	0.00245028260841955	0.128627466073536	-1.40400153249951
Gpr34	-0.398662564133776	4.09158249429159	-3.52400540523306	0.00247543801826977	0.128864907362561	-1.40709669433306
Tfdp2	-0.290491648150199	4.97164882003185	-3.52701546488187	0.00245905449846465	0.128627466073536	-1.4081307125062
Ubxn2a	-0.421752633549419	4.76176766382857	-3.53608498197472	0.00252730608349897	0.129703255605985	-1.4134240267798
Rnase4	-0.28380757500632	5.6468081725313	-3.54541311261613	0.00236122993924351	0.125604073443754	-1.41764210890404
Prpf40a	-0.29533121072601	5.95750362451372	-3.54894575367913	0.00234289290205657	0.125604073443754	-1.43583811312947
Mrpl20	0.273625960747228	4.90376472571896	3.50731506173639	0.00256826589411096	0.1305735183548	-1.4433511677499
Cadm1	0.24130933614338	7.63436549783588	3.59967145333246	0.00209466430241103	0.119947092685432	-1.44588510593378
Syngr1	0.301946740784367	7.44270611928066	3.65413117257232	0.00221918895357311	0.120723879074377	-1.44631172597347
Pkn2	-0.285565047612673	6.05639419820507	-3.54437972487563	0.00236662086911486	0.125604073443754	-1.45337677248123
Pla2g4b	0.500631167492071	3.78322603945897	3.49855654320619	0.00261835101520928	0.130856671304248	-1.47803884653293
Ndufa7	0.250209391938536	5.32234526455385	3.50091929796092	0.00260474515807723	0.130856671304248	-1.48240823003342
Rpl29	-0.195005005865185	7.49546317183873	-3.57815889875537	0.00219657477045932	0.120451445935651	-1.4840332214763
Csrp1	-0.214289786091644	7.95809591723966	-3.58646799448483	0.00215664119485694	0.120451445935651	-1.48900770188778
St6galnac3	-0.295628493017628	4.97339882011351	-3.46903047112739	0.00279443160070545	0.132616479639113	-1.52225220157425
Mfsd12	0.280331438553459	5.57526922889813	3.48956610621983	0.00267076907668931	0.130891745740449	-1.52462673915775
Swap70	-0.283308314570053	4.91403359571095	-3.46474164636974	0.00282096527602114	0.132866243303507	-1.52731378938563
Ubb	0.263198174895102	9.72528139870075	3.65255241787793	0.00215259294794743	0.120451445935651	-1.53041967981896
Gpr27	0.41774936097252	4.30190738628309	3.44900462079886	0.00292047931529797	0.132949016529046	-1.54086289147796
Vwf	0.258745382584028	6.4025193071837	3.51518181963024	0.0025240904887776	0.129703255605985	-1.54127832520307
Paip1	-0.278252058100812	6.11117153022886	-3.50326174439224	0.00259132541942374	0.130856671304248	-1.54204352204914
Rbbp9	-0.36748368491204	3.99195578408005	-3.45072031803963	0.00290946345076143	0.132949016529046	-1.54720472603163
Ccnd1	-0.293820549600853	4.98794904135063	-3.45225108398015	0.00289966967277567	0.132949016529046	-1.55611397003513
Ncor2	0.228308273095083	9.27414811590676	3.58448676735271	0.00218880813525162	0.120451445935651	-1.56063476666909
Gjc2	-0.230875007523582	5.54509833324308	-3.46756447407819	0.0028034733747239	0.132616479639113	-1.56664223019485
Rab3c	0.257112325201728	6.26541461794807	3.49173551024671	0.00265802613586754	0.130856671304248	-1.57850243086046
Ly6h	0.302981252626937	7.48478065504617	3.59689543361567	0.00256670194008729	0.1305735183548	-1.58013856126261
Cyp51	-0.184670820789163	7.13733568388164	-3.52146116423136	0.00248937051825738	0.128973101136382	-1.58187016699482
Zic1	-0.954820088149825	3.44596080503469	-3.68512397998515	0.00296877002829682	0.134025800447591	-1.58847012394871
